"dataset";"record_id";"nome";"campo";"precedente";"valore_v7_6";"data_riesame";"stato_riesame";"fonti";"metodi";"nota"
"moduli";"MOD-017";"Villa Von Siebenthal";"ammissione";"Invio CSM e PTI; STPIT anche trasferimento da SPDC/ospedale o domicilio con valutazione clinica.";"Richiesta UONPI/TSMREE o neuropsichiatria infantile; segnalazioni familiari/sociali raccordate con i servizi territoriali invianti.";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/villavonsiebenthal/accoglienza/ricoveri-per-adolescenti";"pagina_gestore";"Dati esplicitamente riferiti ai due moduli per adolescenti; non attestano un modulo amministrativo di doppia diagnosi."
"moduli";"MOD-018";"Villa Von Siebenthal";"posti_dichiarati";"10";"10";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/villavonsiebenthal/accoglienza/ricoveri-per-adolescenti";"pagina_gestore";"Dati esplicitamente riferiti ai due moduli per adolescenti; non attestano un modulo amministrativo di doppia diagnosi."
"moduli";"MOD-018";"Villa Von Siebenthal";"destinatari";"Adolescenti";"Minori 12–17 anni con patologie psichiatriche all’esordio, anche associate a uso di sostanze.";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/villavonsiebenthal/accoglienza/ricoveri-per-adolescenti";"pagina_gestore";"Dati esplicitamente riferiti ai due moduli per adolescenti; non attestano un modulo amministrativo di doppia diagnosi."
"moduli";"MOD-018";"Villa Von Siebenthal";"ammissione";"Invio CSM e PTI; STPIT anche trasferimento da SPDC/ospedale o domicilio con valutazione clinica.";"Richiesta UONPI/TSMREE o neuropsichiatria infantile; segnalazioni familiari/sociali raccordate con i servizi territoriali invianti.";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/villavonsiebenthal/accoglienza/ricoveri-per-adolescenti";"pagina_gestore";"Dati esplicitamente riferiti ai due moduli per adolescenti; non attestano un modulo amministrativo di doppia diagnosi."
"moduli";"MOD-016";"Villa Von Siebenthal";"posti_dichiarati";"20";"Da confermare: 19 nella pagina del modulo; 20 nella pagina aziendale.";"2026-09-21";"incongruenza_fonti";"https://www.ghcspa.com/villavonsiebenthal/attivita/struttura-residenziale-terapeutico-riabilitativa-estensiva-per-adulti | https://www.ghcspa.com/villavonsiebenthal/la-struttura/l-azienda";"pagina_gestore | pagina_gestore";"Contrasto interno alle pagine del gestore; non modificati posti autorizzati/accreditati."
"moduli";"MOD-016";"Villa Von Siebenthal";"servizi";"Valutazione psichiatrica e psicologica | Terapia farmacologica | Riabilitazione psicosociale | Interventi con familiari";"Interventi psicoterapeutici, psicoeducazione, psicodiagnostica e trattamento farmacologico integrati al progetto riabilitativo.";"2026-09-21";"incongruenza_fonti";"https://www.ghcspa.com/villavonsiebenthal/attivita/struttura-residenziale-terapeutico-riabilitativa-estensiva-per-adulti | https://www.ghcspa.com/villavonsiebenthal/la-struttura/l-azienda";"pagina_gestore | pagina_gestore";"Contrasto interno alle pagine del gestore; non modificati posti autorizzati/accreditati."
"moduli";"MOD-019";"Villa Maria Pia";"durata_percorso";"Individualizzata; durata specifica non consolidata";"30 giorni; nei casi indicati dal gestore prolungamento fino a 60 giorni.";"2026-09-21";"riesame_parziale";"https://villamariapia.com/ricoveri/";"pagina_gestore";"Durata riferita a questo modulo, non regola universale per tutte le STPIT."
"moduli";"MOD-019";"Villa Maria Pia";"destinatari";"";"Adulti; modulo intensivo per post-acuzie.";"2026-09-21";"riesame_parziale";"https://villamariapia.com/ricoveri/";"pagina_gestore";"Durata riferita a questo modulo, non regola universale per tutte le STPIT."
"moduli";"MOD-019";"Villa Maria Pia";"posti_dichiarati";"30";"30";"2026-09-21";"riesame_parziale";"https://villamariapia.com/ricoveri/";"pagina_gestore";"Durata riferita a questo modulo, non regola universale per tutte le STPIT."
"moduli";"MOD-020";"Villa Maria Pia";"posti_dichiarati";"15";"15";"2026-09-21";"riesame_parziale";"https://villamariapia.com/ricoveri/";"pagina_gestore";"Quindici posti dichiarati non significano quindici posti SSN. Canale privato collegato a questo modulo, senza nuova struttura fittizia."
"moduli";"MOD-020";"Villa Maria Pia";"rapporto_ssn";"Tipologie convenzionate dichiarate dal gestore";"Il gestore dichiara accesso SSN con autorizzazione CSM e anche un canale privato SRSR H24; condizioni e quote da verificare.";"2026-09-21";"riesame_parziale";"https://villamariapia.com/ricoveri/";"pagina_gestore";"Quindici posti dichiarati non significano quindici posti SSN. Canale privato collegato a questo modulo, senza nuova struttura fittizia."
"moduli";"MOD-021";"Villa Maria Pia";"posti_dichiarati";"8";"8";"2026-09-21";"riesame_parziale";"https://villamariapia.com/ricoveri/";"pagina_gestore";""
"moduli";"MOD-022";"Colle Cesarano";"durata_percorso";"Individualizzata; durata specifica non consolidata";"30 giorni indicati dal gestore per STPIT.";"2026-09-21";"riesame_parziale";"https://www.collecesarano.com/stpit/";"pagina_gestore";""
"moduli";"MOD-022";"Colle Cesarano";"posti_dichiarati";"30";"30";"2026-09-21";"riesame_parziale";"https://www.collecesarano.com/stpit/";"pagina_gestore";""
"moduli";"MOD-022";"Colle Cesarano";"destinatari";"";"Persone in continuità post-SPDC oppure su indicazione DSM per trattamento intensivo territoriale; ammesse comorbidità con sostanze, alcol o gioco dichiarate dal gestore.";"2026-09-21";"riesame_parziale";"https://www.collecesarano.com/stpit/";"pagina_gestore";""
"moduli";"MOD-022";"Colle Cesarano";"ammissione";"Contatto accettazione e servizio inviante; idoneità al setting e autorizzazione da concordare.";"Indicazione e autorizzazione DSM secondo idoneità; non accesso libero.";"2026-09-21";"riesame_parziale";"https://www.collecesarano.com/stpit/";"pagina_gestore";""
"moduli";"MOD-030";"Samadi";"posti_dichiarati";"30";"30";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/samadi/accoglienza/modalita-di-accettazione-e-ricovero";"pagina_gestore";"Non riportati tempi medi di attesa come disponibilità attuale. Il requisito di tampone presente nella pagina non è assunto come obbligo vigente: da riconfermare."
"moduli";"MOD-030";"Samadi";"email";"accettazione@samadi.it";"accettazione@samadi.it";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/samadi/accoglienza/modalita-di-accettazione-e-ricovero";"pagina_gestore";"Non riportati tempi medi di attesa come disponibilità attuale. Il requisito di tampone presente nella pagina non è assunto come obbligo vigente: da riconfermare."
"moduli";"MOD-030";"Samadi";"orari";"";"Accettazione: lun–ven 09:30–13 e 14–16:30.";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/samadi/accoglienza/modalita-di-accettazione-e-ricovero";"pagina_gestore";"Non riportati tempi medi di attesa come disponibilità attuale. Il requisito di tampone presente nella pagina non è assunto come obbligo vigente: da riconfermare."
"moduli";"MOD-030";"Samadi";"presenza_medica";"";"Medico di guardia H24 dichiarato per la struttura; non pronto soccorso.";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/samadi/accoglienza/modalita-di-accettazione-e-ricovero";"pagina_gestore";"Non riportati tempi medi di attesa come disponibilità attuale. Il requisito di tampone presente nella pagina non è assunto come obbligo vigente: da riconfermare."
"moduli";"MOD-030";"Samadi";"documenti_ingresso";"Da concordare con servizio inviante e accettazione; non acquisiti sistematicamente";"Richiesta CSM con scheda farmacologica, documento, tessera sanitaria, ECG ed esami ematochimici; elenco corrente da confermare con accettazione.";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/samadi/accoglienza/modalita-di-accettazione-e-ricovero";"pagina_gestore";"Non riportati tempi medi di attesa come disponibilità attuale. Il requisito di tampone presente nella pagina non è assunto come obbligo vigente: da riconfermare."
"moduli";"MOD-031";"Samadi";"posti_dichiarati";"10";"10";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/samadi/accoglienza/modalita-di-accettazione-e-ricovero";"pagina_gestore";"Non riportati tempi medi di attesa come disponibilità attuale. Il requisito di tampone presente nella pagina non è assunto come obbligo vigente: da riconfermare."
"moduli";"MOD-031";"Samadi";"email";"accettazione@samadi.it";"accettazione@samadi.it";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/samadi/accoglienza/modalita-di-accettazione-e-ricovero";"pagina_gestore";"Non riportati tempi medi di attesa come disponibilità attuale. Il requisito di tampone presente nella pagina non è assunto come obbligo vigente: da riconfermare."
"moduli";"MOD-031";"Samadi";"orari";"";"Accettazione: lun–ven 09:30–13 e 14–16:30.";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/samadi/accoglienza/modalita-di-accettazione-e-ricovero";"pagina_gestore";"Non riportati tempi medi di attesa come disponibilità attuale. Il requisito di tampone presente nella pagina non è assunto come obbligo vigente: da riconfermare."
"moduli";"MOD-031";"Samadi";"presenza_medica";"";"Medico di guardia H24 dichiarato per la struttura; non pronto soccorso.";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/samadi/accoglienza/modalita-di-accettazione-e-ricovero";"pagina_gestore";"Non riportati tempi medi di attesa come disponibilità attuale. Il requisito di tampone presente nella pagina non è assunto come obbligo vigente: da riconfermare."
"moduli";"MOD-031";"Samadi";"documenti_ingresso";"Da concordare con servizio inviante e accettazione; non acquisiti sistematicamente";"Richiesta CSM con scheda farmacologica, documento, tessera sanitaria, ECG ed esami ematochimici; elenco corrente da confermare con accettazione.";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/samadi/accoglienza/modalita-di-accettazione-e-ricovero";"pagina_gestore";"Non riportati tempi medi di attesa come disponibilità attuale. Il requisito di tampone presente nella pagina non è assunto come obbligo vigente: da riconfermare."
"moduli";"MOD-031";"Samadi";"ammissione";"Richiesta CSM; autorizzazione UVM per moduli riabilitativi; valutazione di idoneità.";"Richiesta CSM del territorio e parere UVM del DSM per il modulo riabilitativo.";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/samadi/accoglienza/modalita-di-accettazione-e-ricovero";"pagina_gestore";"Non riportati tempi medi di attesa come disponibilità attuale. Il requisito di tampone presente nella pagina non è assunto come obbligo vigente: da riconfermare."
"moduli";"MOD-032";"Samadi";"posti_dichiarati";"10";"10";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/samadi/accoglienza/modalita-di-accettazione-e-ricovero";"pagina_gestore";"Non riportati tempi medi di attesa come disponibilità attuale. Il requisito di tampone presente nella pagina non è assunto come obbligo vigente: da riconfermare."
"moduli";"MOD-032";"Samadi";"email";"accettazione@samadi.it";"accettazione@samadi.it";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/samadi/accoglienza/modalita-di-accettazione-e-ricovero";"pagina_gestore";"Non riportati tempi medi di attesa come disponibilità attuale. Il requisito di tampone presente nella pagina non è assunto come obbligo vigente: da riconfermare."
"moduli";"MOD-032";"Samadi";"orari";"";"Accettazione: lun–ven 09:30–13 e 14–16:30.";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/samadi/accoglienza/modalita-di-accettazione-e-ricovero";"pagina_gestore";"Non riportati tempi medi di attesa come disponibilità attuale. Il requisito di tampone presente nella pagina non è assunto come obbligo vigente: da riconfermare."
"moduli";"MOD-032";"Samadi";"presenza_medica";"";"Medico di guardia H24 dichiarato per la struttura; non pronto soccorso.";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/samadi/accoglienza/modalita-di-accettazione-e-ricovero";"pagina_gestore";"Non riportati tempi medi di attesa come disponibilità attuale. Il requisito di tampone presente nella pagina non è assunto come obbligo vigente: da riconfermare."
"moduli";"MOD-032";"Samadi";"documenti_ingresso";"Da concordare con servizio inviante e accettazione; non acquisiti sistematicamente";"Richiesta CSM con scheda farmacologica, documento, tessera sanitaria, ECG ed esami ematochimici; elenco corrente da confermare con accettazione.";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/samadi/accoglienza/modalita-di-accettazione-e-ricovero";"pagina_gestore";"Non riportati tempi medi di attesa come disponibilità attuale. Il requisito di tampone presente nella pagina non è assunto come obbligo vigente: da riconfermare."
"moduli";"MOD-032";"Samadi";"ammissione";"Richiesta CSM; autorizzazione UVM per moduli riabilitativi; valutazione di idoneità.";"Richiesta CSM del territorio e parere UVM del DSM per il modulo riabilitativo.";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/samadi/accoglienza/modalita-di-accettazione-e-ricovero";"pagina_gestore";"Non riportati tempi medi di attesa come disponibilità attuale. Il requisito di tampone presente nella pagina non è assunto come obbligo vigente: da riconfermare."
"moduli";"MOD-033";"Samadi";"posti_dichiarati";"18";"18";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/samadi/accoglienza/modalita-di-accettazione-e-ricovero";"pagina_gestore";"Non riportati tempi medi di attesa come disponibilità attuale. Il requisito di tampone presente nella pagina non è assunto come obbligo vigente: da riconfermare."
"moduli";"MOD-033";"Samadi";"email";"accettazione@samadi.it";"accettazione@samadi.it";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/samadi/accoglienza/modalita-di-accettazione-e-ricovero";"pagina_gestore";"Non riportati tempi medi di attesa come disponibilità attuale. Il requisito di tampone presente nella pagina non è assunto come obbligo vigente: da riconfermare."
"moduli";"MOD-033";"Samadi";"orari";"";"Accettazione: lun–ven 09:30–13 e 14–16:30.";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/samadi/accoglienza/modalita-di-accettazione-e-ricovero";"pagina_gestore";"Non riportati tempi medi di attesa come disponibilità attuale. Il requisito di tampone presente nella pagina non è assunto come obbligo vigente: da riconfermare."
"moduli";"MOD-033";"Samadi";"presenza_medica";"";"Medico di guardia H24 dichiarato per la struttura; non pronto soccorso.";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/samadi/accoglienza/modalita-di-accettazione-e-ricovero";"pagina_gestore";"Non riportati tempi medi di attesa come disponibilità attuale. Il requisito di tampone presente nella pagina non è assunto come obbligo vigente: da riconfermare."
"moduli";"MOD-033";"Samadi";"documenti_ingresso";"Da concordare con servizio inviante e accettazione; non acquisiti sistematicamente";"Richiesta CSM con scheda farmacologica, documento, tessera sanitaria, ECG ed esami ematochimici; elenco corrente da confermare con accettazione.";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/samadi/accoglienza/modalita-di-accettazione-e-ricovero";"pagina_gestore";"Non riportati tempi medi di attesa come disponibilità attuale. Il requisito di tampone presente nella pagina non è assunto come obbligo vigente: da riconfermare."
"moduli";"MOD-033";"Samadi";"ammissione";"Richiesta CSM; autorizzazione UVM per moduli riabilitativi; valutazione di idoneità.";"Richiesta CSM del territorio e parere UVM del DSM per il modulo riabilitativo.";"2026-09-21";"riesame_parziale";"https://www.ghcspa.com/samadi/accoglienza/modalita-di-accettazione-e-ricovero";"pagina_gestore";"Non riportati tempi medi di attesa come disponibilità attuale. Il requisito di tampone presente nella pagina non è assunto come obbligo vigente: da riconfermare."
"moduli";"MOD-034";"Villa Rosa";"ammissione";"Proposta dello specialista DSM; richiesta di ricovero, tessera sanitaria, codice fiscale e documento. Idoneità valutata dalla struttura.";"Prescrizione DSM di Viterbo o di altre ASL del Lazio; possibile trasferimento diretto da SPDC.";"2026-09-21";"riesame_parziale";"https://viterbo.ospedaliere.it/servizi-per-il-paziente/stpit-struttura-per-trattamenti-psichiatrici-intensivi-territoriali/";"pagina_gestore";"La possibilità intraregionale descritta non è prova di mobilità extraregionale."
"moduli";"MOD-034";"Villa Rosa";"mobilita_intraregionale";"Documentata/descritta per pazienti provenienti da altre ASL del Lazio";"Descritta per DSM/ASL di Viterbo e del Lazio.";"2026-09-21";"riesame_parziale";"https://viterbo.ospedaliere.it/servizi-per-il-paziente/stpit-struttura-per-trattamenti-psichiatrici-intensivi-territoriali/";"pagina_gestore";"La possibilità intraregionale descritta non è prova di mobilità extraregionale."
"moduli";"MOD-034";"Villa Rosa";"documenti_ingresso";"Richiesta specialista DSM, tessera sanitaria, codice fiscale, documento; documentazione clinica precedente.";"Autorizzazione DSM o foglio di dimissione SPDC; tessera sanitaria, codice fiscale e documento. Documentazione clinica e terapie in uso consigliate.";"2026-09-21";"riesame_parziale";"https://viterbo.ospedaliere.it/servizi-per-il-paziente/stpit-struttura-per-trattamenti-psichiatrici-intensivi-territoriali/";"pagina_gestore";"La possibilità intraregionale descritta non è prova di mobilità extraregionale."
"rete";"NET-077";"Centro Diurno Orizzonti Aperti";"indirizzo";"Viale Mazzini - Distretto Sanitario";"Viale Mazzini, Distretto Sanitario, Frosinone";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/";"indice_ufficiale";"Fonte ufficiale datata 04/12/2025; riscontro dal contenuto indicizzato, contatti non provati."
"rete";"NET-077";"Centro Diurno Orizzonti Aperti";"telefono";"0775 2072592";"0775 2072592";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/";"indice_ufficiale";"Fonte ufficiale datata 04/12/2025; riscontro dal contenuto indicizzato, contatti non provati."
"rete";"NET-077";"Centro Diurno Orizzonti Aperti";"email";"cdorizzontiaperti@aslfrosinone.it";"cdorizzontiaperti@aslfrosinone.it";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/";"indice_ufficiale";"Fonte ufficiale datata 04/12/2025; riscontro dal contenuto indicizzato, contatti non provati."
"rete";"NET-078";"Centro Diurno Oltre il Muro";"indirizzo";"Via Marano, snc";"Via Marano snc, Ceccano";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/";"indice_ufficiale";"Fonte ufficiale datata 04/12/2025; riscontro dal contenuto indicizzato, contatti non provati."
"rete";"NET-078";"Centro Diurno Oltre il Muro";"telefono";"0775 6262841";"0775 6262841";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/";"indice_ufficiale";"Fonte ufficiale datata 04/12/2025; riscontro dal contenuto indicizzato, contatti non provati."
"rete";"NET-078";"Centro Diurno Oltre il Muro";"email";"centrodiurnoceccano@aslfrosinone.it";"centrodiurnoceccano@aslfrosinone.it";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/";"indice_ufficiale";"Fonte ufficiale datata 04/12/2025; riscontro dal contenuto indicizzato, contatti non provati."
"rete";"NET-079";"Centro Diurno La Bussola";"indirizzo";"Via Casilina Nord km 71.800";"Via Casilina Nord km 71.800, Ferentino";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/";"indice_ufficiale";"Fonte ufficiale datata 04/12/2025; riscontro dal contenuto indicizzato, contatti non provati."
"rete";"NET-079";"Centro Diurno La Bussola";"telefono";"0775 246066";"0775 246066";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/";"indice_ufficiale";"Fonte ufficiale datata 04/12/2025; riscontro dal contenuto indicizzato, contatti non provati."
"rete";"NET-079";"Centro Diurno La Bussola";"email";"centrodiurnoferentino@aslfrosinone.it";"centrodiurnoferentino@aslfrosinone.it";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/";"indice_ufficiale";"Fonte ufficiale datata 04/12/2025; riscontro dal contenuto indicizzato, contatti non provati."
"rete";"NET-080";"Centro Diurno Isola del Liri";"indirizzo";"Via Ospedale";"Via Ospedale, Isola del Liri";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/";"indice_ufficiale";"Fonte ufficiale datata 04/12/2025; riscontro dal contenuto indicizzato, contatti non provati."
"rete";"NET-080";"Centro Diurno Isola del Liri";"telefono";"0776 814848";"0776 814848";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/";"indice_ufficiale";"Fonte ufficiale datata 04/12/2025; riscontro dal contenuto indicizzato, contatti non provati."
"rete";"NET-080";"Centro Diurno Isola del Liri";"email";"cdsora@aslfrosinone.it";"cdsora@aslfrosinone.it";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/";"indice_ufficiale";"Fonte ufficiale datata 04/12/2025; riscontro dal contenuto indicizzato, contatti non provati."
"rete";"NET-081";"Centro Diurno Il Sentiero";"indirizzo";"Via E. De Nicola, 265";"Via E. De Nicola 265, Cassino";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/";"indice_ufficiale";"Fonte ufficiale datata 04/12/2025; riscontro dal contenuto indicizzato, contatti non provati."
"rete";"NET-081";"Centro Diurno Il Sentiero";"telefono";"0776 311665";"0776 311665";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/";"indice_ufficiale";"Fonte ufficiale datata 04/12/2025; riscontro dal contenuto indicizzato, contatti non provati."
"rete";"NET-081";"Centro Diurno Il Sentiero";"email";"centrodiurnocassino@aslfrosinone.it";"centrodiurnocassino@aslfrosinone.it";"2026-09-21";"riscontro_indice_da_confermare";"https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/";"indice_ufficiale";"Fonte ufficiale datata 04/12/2025; riscontro dal contenuto indicizzato, contatti non provati."
"rete";"LT-01";"Direzione DSM Latina";"indirizzo";"Viale Le Corbusier";"Viale Le Corbusier, Centro commerciale, scala C, Latina";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";""
"rete";"LT-01";"Direzione DSM Latina";"telefono";"07736556890";"0773 6556890";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";""
"rete";"LT-01";"Direzione DSM Latina";"email";"dipartimentoareasalutementale@ausl.latina.it";"dipartimentoareasalutementale@ausl.latina.it";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";""
"rete";"LT-02";"CSM Aprilia";"indirizzo";"Via Giustiniano, snc";"Via Giustiniano snc, Aprilia";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-02";"CSM Aprilia";"telefono";"06928634051";"06 928634051";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-02";"CSM Aprilia";"email";"csm.aprilia@ausl.latina.it";"csm.aprilia@ausl.latina.it";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-02";"CSM Aprilia";"orari";"Lun–ven 08:00–20:00; sab 08:00–14:00";"Lun–ven 08–20; sab 08–14";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-03";"CSM Cisterna di Latina";"indirizzo";"Via G. Falcone, snc";"Via G. Falcone snc, Cisterna di Latina";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-03";"CSM Cisterna di Latina";"telefono";"0686812092";"06 86812092";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-03";"CSM Cisterna di Latina";"email";"csm.cisterna@ausl.latina.it; csm.latina@ausl.latina.it";"Non documentata in modo univoco: la fonte concatena due indirizzi email.";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-03";"CSM Cisterna di Latina";"orari";"Lun–ven 08:00–20:00; sab 08:00–14:00";"Lun–ven 08–20; sab 08–14";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-06";"CSM Monti Lepini — Sezze";"indirizzo";"Via San Bartolomeo, 1";"Via S. Bartolomeo 1, Sezze";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-06";"CSM Monti Lepini — Sezze";"telefono";"0773801097 / 0773801879";"0773 801097 / 0773 801879";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-06";"CSM Monti Lepini — Sezze";"email";"csm.montilepini@ausl.latina.it; csm.sezze@ausl.latina.it";"csm.montilepini@ausl.latina.it";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-06";"CSM Monti Lepini — Sezze";"orari";"Lun/mer/ven 08:00–14:00; mar/gio 08:00–17:30; sab alternato con Priverno";"Lun, mer, ven 08–14; mar e gio 08–17:30; sab alternati con Priverno, da confermare.";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
